loss,mape,val_loss,val_mape
0.09807299077510834,18824.541015625,0.15110282599925995,115.95590209960938
0.08364678174257278,66197.328125,0.04517628252506256,279.25653076171875
0.0786946639418602,57279.76171875,0.06693164259195328,138.87652587890625
0.07127034664154053,174860.96875,0.029573842883110046,217.75421142578125
0.053291819989681244,81291.8671875,0.05128507316112518,113.64761352539062
0.05428018793463707,135386.875,0.029812367632985115,213.72454833984375
0.045939717441797256,78909.9140625,0.03799918293952942,88.48552703857422
0.03708573058247566,163326.609375,0.0228173416107893,170.5139617919922
0.03768327087163925,147784.390625,0.0427631139755249,65.28926849365234
0.034184008836746216,43864.85546875,0.013210641220211983,115.32140350341797
0.030401654541492462,34735.34375,0.02565714716911316,53.44080352783203
0.02848680131137371,26985.783203125,0.016108406707644463,105.40863037109375
0.020839577540755272,64414.36328125,0.04962005838751793,51.77509689331055
0.027640581130981445,85368.0,0.01616072840988636,91.06544494628906
0.02411918342113495,85730.109375,0.018959838896989822,40.75709533691406
0.018845396116375923,51921.140625,0.016800889745354652,81.99097442626953
0.021986281499266624,62352.04296875,0.017269117757678032,38.352203369140625
0.018763476982712746,37156.10546875,0.010748112574219704,60.57573318481445
0.02119496278464794,32150.544921875,0.0184179674834013,37.45500183105469
0.020961303263902664,60666.09375,0.011014397256076336,56.729347229003906
0.016657916828989983,12906.3916015625,0.02031511254608631,37.54753112792969
0.018943946808576584,21014.380859375,0.01544613391160965,68.00373840332031
0.018834365531802177,31919.591796875,0.015361329540610313,35.70911407470703
0.01952657476067543,28264.884765625,0.014623431488871574,65.09080505371094
0.015606368891894817,72102.3828125,0.017011338844895363,36.13492965698242
0.016619959846138954,39611.609375,0.011351686902344227,57.35111999511719
0.013690147548913956,46824.6640625,0.014002437703311443,35.53676986694336
0.015884879976511,32156.01953125,0.013354158960282803,63.62596893310547
0.01515284739434719,24807.841796875,0.011000133119523525,35.227447509765625
0.015036514028906822,23111.126953125,0.010507561266422272,55.83568572998047
0.013308679684996605,28181.07421875,0.016599763184785843,36.54297637939453
0.015329256653785706,22417.638671875,0.00923483818769455,52.07786178588867
0.01549292728304863,24986.78515625,0.011992537416517735,35.49311065673828
0.013520975597202778,38622.98046875,0.0073869978077709675,44.087074279785156
0.013232302851974964,62310.89453125,0.011476660147309303,35.951759338378906
0.010832903906702995,34767.6640625,0.011429046280682087,61.21609115600586
0.0140967583283782,19498.62890625,0.010203763842582703,36.234561920166016
0.012490066699683666,32758.71875,0.015558542683720589,72.7745590209961
0.013409975916147232,26835.06640625,0.011371306143701077,36.2771110534668
0.010853472165763378,20341.330078125,0.01525696087628603,72.14954376220703
0.014719412662088871,63564.25,0.010910910554230213,36.38577651977539
0.011482973583042622,28900.919921875,0.009635144844651222,56.57933807373047
0.012173766270279884,37253.38671875,0.012715189717710018,36.858055114746094
0.01179752591997385,17612.564453125,0.007294383831322193,47.098148345947266
0.009347852319478989,44908.17578125,0.010949620977044106,61.909568786621094
0.014819703996181488,23585.103515625,0.012305380776524544,37.21402359008789
0.011421924456954002,37401.8203125,0.007130295969545841,46.77006149291992
0.008693822659552097,27776.64453125,0.012883399613201618,37.402774810791016
0.013124809600412846,32559.228515625,0.0072203753516077995,47.28863525390625
0.008458739146590233,39010.4296875,0.007206455804407597,40.58445358276367
